,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
1327,We had to stay 5 people in one room the first night as the other 2 rooms were unavailable,2019-04-22,,We had to stay 5 people in one room the first night as the other 2 rooms were unavailable,None,None,1,0,0,0,0,0,0,NEGATIVE
1328,Top Lage Personal und AmbienteSehr gut die 3 Restaurants im Hotel Negativ relativ laut,2019-04-22,,"Great location, staff and ambience very good the 3 restaurants in the hotel",None,None,0,1,0,0,0,1,1,POSITIVE
1329,always a pleasure to stay in this hotelcentral position good value great staff,2019-04-22,,always a pleasure to stay in this hotelcentral position good value great staff,None,None,1,1,0,0,0,0,1,POSITIVE
1330,Location is very convenient Common areas are very good but rooms are really outdated and small,2019-04-22,,Location is very convenient Common areas are very good but rooms are really outdated and small,None,None,1,1,0,0,0,0,0,POSITIVE
1331,loved the location and the kids pool was awesome,2019-04-22,,loved the location and the kids pool was awesome,None,None,0,1,0,0,0,0,0,POSITIVE
1332,Great experience ,2019-04-22,,Great experience ,None,None,0,0,0,0,0,0,0,POSITIVE
1333,The elevators on the right tower were very slowThe time share meeting took longer than the 90 minutes we were told 4 hours,2019-04-22,,The elevators on the right tower were very slowThe time share meeting took longer than the 90 minutes we were told 4 hours,None,None,0,0,0,0,0,0,0,NEGATIVE
1334,Pool and gym were nice Add on motel style rooms suck Had a worm on the carpet when I got there And a worm in the bathtub along with nats in the shower area,2019-04-22,,Pool and gym were nice Add on motel style rooms suck Had a worm on the carpet when I got there And a worm in the bathtub along with nats in the shower area,None,None,1,1,0,0,1,0,0,NEGATIVE
1335,Very good have microwave in room check in time is too long only two people in front of me but I waited more than 15 minutes,2019-04-22,,Very good have microwave in room check in time is too long only two people in front of me but I waited more than 15 minutes,None,None,1,0,0,0,0,0,0,NEGATIVE
1336,I stayed at this hotel for 4 nights and I really enjoyed my stay The room I stayed in was on the third floor with a king bed and it included a mini fridge with a microwave The bathroom was nice and clean the bed was super comfortable and the pillows were too I honestly dont have anything to complain about and I would definitely stay here again It was worth the price,2019-04-22,"Monterey, US",I stayed at this hotel for 4 nights and I really enjoyed my stay The room I stayed in was on the third floor with a king bed and it included a mini fridge with a microwave The bathroom was nice and clean the bed was super comfortable and the pillows were too I honestly dont have anything to complain about and I would definitely stay here again It was worth the price,"Monterey County, California, United States",United States,1,1,0,0,1,0,0,POSITIVE
1337,Rooms were really nice Like how nice the staff is as well Would definitely stay again,2019-04-22,,Rooms were really nice Like how nice the staff is as well Would definitely stay again,None,None,1,1,0,0,0,0,1,POSITIVE
1338,Everything was excellent Plan on staying there again,2019-04-22,,Everything was excellent Plan on staying there again,None,None,1,0,0,0,0,0,0,POSITIVE
1339,Unlike bigger Hotels this one is just right for us Our room is easy to get to and just the right size Property is very well maintained Staff is awesome especially Stacy at the front deskWe will be back next time we visit the area again,2019-04-22,Roseville CA,Unlike bigger Hotels this one is just right for us Our room is easy to get to and just the right size Property is very well maintained Staff is awesome especially Stacy at the front deskWe will be back next time we visit the area again,"Roseville, Placer County, California, United States",United States,1,1,0,0,0,0,0,POSITIVE
1340,The staff was really unhelpful and really disrespectful,2019-04-22,,The staff was really unhelpful and really disrespectful,None,None,0,1,0,0,0,0,1,POSITIVE
1341,Proximité de toutPersonnel très courtois Tres petite salle de bain,2019-04-22,,Proximity to everything Very courteous staff Very small bathroom,None,None,1,1,0,0,1,0,1,POSITIVE
1342,This place isnt terrible if you are a family on a budget The rooms were not dirty but you can tell the property is old and falling apart I personally would not stay here again but I dont think its awful ,2019-04-22,,This place isnt terrible if you are a family on a budget The rooms were not dirty but you can tell the property is old and falling apart I personally would not stay here again but I dont think its awful ,None,None,1,1,0,0,0,0,0,NEGATIVE
1343,El personal Excelente las instalaciones muy buenas PeroHabía filtraciones en las escaleras y cucarachas en las escaleras y en la habitación,2019-04-22,,The staff Excellent the facilities very good But There were leaks in the stairs and cockroaches on the stairs and in the room,None,None,1,1,0,0,0,0,1,POSITIVE
1344,Loved the resort and how close it was to Icon 360 So many places to eat and walk to,2019-04-22,,Loved the resort and how close it was to Icon 360 So many places to eat and walk to,None,None,0,1,0,0,0,0,0,POSITIVE
1345,Perfect location because it’s not in the middle of all the i4 traffic However the front desk workers were sexist and only spoke to my boyfriend even after I stated I had booked the room,2019-04-22,,Perfect location because it’s not in the middle of all the i4 traffic However the front desk workers were sexist and only spoke to my boyfriend even after I stated I had booked the room,None,None,1,1,0,0,0,0,0,NEGATIVE
1346,Wonderful resort,2019-04-21,,Wonderful resort,None,None,0,1,0,0,0,0,0,POSITIVE
1347,The location of the resort is fantastic close enough to pop into the parks within minutes once your back you the facilities are fantastic pools lazy rivers flumes staff always happy to help and not a Mickey in sight,2019-04-21,,The location of the resort is fantastic close enough to pop into the parks within minutes once your back you the facilities are fantastic pools lazy rivers flumes staff always happy to help and not a Mickey in sight,None,None,0,1,1,0,0,0,1,POSITIVE
1348,Check in process was quick and very thoroughly explained,2019-04-21,,Check in process was quick and very thoroughly explained,None,None,0,0,0,0,0,0,0,POSITIVE
1349,Property is old and dated Givens handicapped room that was not requested,2019-04-21,Topeks Ks,Property is old and dated Givens handicapped room that was not requested,None,None,1,0,0,0,0,0,0,NEGATIVE
1350,As I love Chinatown the location is superb The room was clean quietall one could ask for I would not hesitate in recommending it to anyone,2019-04-21,,As I love Chinatown the location is superb The room was clean quietall one could ask for I would not hesitate in recommending it to anyone,None,None,1,1,0,0,0,0,0,NEGATIVE
1351,for that one night it was great for our purposeIt was cozy with an old fashion feel to itIt was very clean Customer service was very polite and accommodatingI will definitely book this hotel when we come back for a longer visit and ask for a bigger cozy room Everything was very nice and clean,2019-04-21,,for that one night it was great for our purposeIt was cozy with an old fashion feel to itIt was very clean Customer service was very polite and accommodatingI will definitely book this hotel when we come back for a longer visit and ask for a bigger cozy room Everything was very nice and clean,None,None,1,1,0,1,0,0,1,POSITIVE
1352,Olin tyttären kanssa viikon tässä hotellissa Ihana ystävällinen hotelli jonka aulatiloissa silmä lepää Kaikki toimi tosin emme käyttäneet mitään hotellin palveluista Yksi miinus oli nimittäin äänieristys puuttui kokonaan Kaikki vedenlaskeminen ja muut putkistoäänet kuuluivat kuin olisivat olleet samassa huoneessa Silti nukuimme hyvin nautimme kaupunkimaisemasta ja siististä huoneesta Lakanoita ei onneksi vaihdettu joka päivä ja muutenkin vihreät arvot näkyivät esim roskien lajittelussa Jääkaapin puuttuminen ei aamupalaa nostivat ruokaan menevät summat suht korkeiksi Kahviloita on ympäristössä kyllä hyvin ,2019-04-21,,"I was with my daughter for a week at this hotel Lovely friendly hotel with the eye resting in the lobby Everything worked though we didn't use any of the hotel services One downside was the complete lack of soundproofing changed every day and otherwise the green values ​​were visible, for example, in the sorting of rubbish.",None,None,0,1,0,0,0,1,1,POSITIVE
1353,Good location Centrally located Access to subway,2019-04-21,"Fredericton, New Brunswick, Canada",Good location Centrally located Access to subway,"Fredericton, Lincoln Parish, Sunbury County, New Brunswick / Nouveau-Brunswick, Canada",Canada,0,1,0,0,0,0,0,POSITIVE
1354,Great customer service Very welcoming and willing to help,2019-04-21,"New York, ny",Great customer service Very welcoming and willing to help,"New York, United States",United States,0,0,0,0,0,0,1,POSITIVE
1355,Disney shuttle service was nice Close to many non Disney restaurants and grocery store Nightly cleaning service was excellent fresh linens beds made clean towels,2019-04-21,"Mequon, Wi",Disney shuttle service was nice Close to many non Disney restaurants and grocery store Nightly cleaning service was excellent fresh linens beds made clean towels,"Mequon, Ozaukee County, Wisconsin, United States",United States,1,0,0,0,1,1,1,POSITIVE
1356,La limpieza del cuarto no la realizaban de manera adecuadaLa ubicación del hotel es extraordinaria,2019-04-21,,The cleaning of the room was not done properly The location of the hotel is extraordinary,None,None,1,1,0,0,0,0,0,NEGATIVE
1357,Very far parking from our hotel room and it cost $20 a night to park,2019-04-21,,Very far parking from our hotel room and it cost $20 a night to park,None,None,1,1,1,0,0,0,0,POSITIVE
1358,The proximity to Disney Springs is great The pools are also nice,2019-04-21,"san jose, us",The proximity to Disney Springs is great The pools are also nice,"San Jose, Santa Clara County, California, 95113, United States",United States,0,0,1,0,0,0,0,POSITIVE
1359,People were great Close walk to Disney Springs Shuttle to Magic Kingdom was easy Pool was fun Really liked the convenience for visiting Disney theme parks,2019-04-21,,People were great Close walk to Disney Springs Shuttle to Magic Kingdom was easy Pool was fun Really liked the convenience for visiting Disney theme parks,None,None,0,0,1,0,0,0,0,POSITIVE
1360,It was a great price for a resort hotel but know that the rooms that you will be booked in are a motel style It looks nothing like the preview pictures Those are the rooms that are actually inside of the hotel ,2019-04-21,,It was a great price for a resort hotel but know that the rooms that you will be booked in are a motel style It looks nothing like the preview pictures Those are the rooms that are actually inside of the hotel ,None,None,1,1,0,0,0,0,0,POSITIVE
1361,The staff was very friendly and nice to chat with My room had an older smell and the carpet wasn’t clean Everything in the room needed to be updated For what I paid I expected more,2019-04-21,Bozeman MT,The staff was very friendly and nice to chat with My room had an older smell and the carpet wasn’t clean Everything in the room needed to be updated For what I paid I expected more,"Bozeman, Gallatin County, Montana, United States",United States,1,1,0,1,0,1,1,POSITIVE
1362,The room was fine The hallways smelled Smokey,2019-04-21,,The room was fine The hallways smelled Smokey,None,None,1,0,0,0,0,1,0,NEGATIVE
1363,My room was not available I was sent to another hotel that smelled terrible,2019-04-21,Nyc,My room was not available I was sent to another hotel that smelled terrible,"New York, United States",United States,1,1,0,0,0,1,0,NEGATIVE
1364,I really liked the cleanliness of this hotel The staff was helpful and the complimentary breakfast was great,2019-04-21,,I really liked the cleanliness of this hotel The staff was helpful and the complimentary breakfast was great,None,None,1,1,0,0,0,1,1,POSITIVE
1365,It was quite comfortable The staff was always friendly and helpful I felt at home with this hotel,2019-04-21,,It was quite comfortable The staff was always friendly and helpful I felt at home with this hotel,None,None,0,1,0,0,0,0,1,POSITIVE
1366,Wyndham Garden Anaheim had no negatives for our trip Centrally locatedwalking distance to Disney Amazing and friendly staff at front desk snackcoffee station restaurants and security Spotless updated and well appointed Gated parking and easy check in and out Fitness centerclean and well equipped Cant say enough good things about this property,2019-04-21,"Spring, TX",Wyndham Garden Anaheim had no negatives for our trip Centrally locatedwalking distance to Disney Amazing and friendly staff at front desk snackcoffee station restaurants and security Spotless updated and well appointed Gated parking and easy check in and out Fitness centerclean and well equipped Cant say enough good things about this property,"Spring, Harris County, Texas, 77373, United States",United States,1,1,1,1,0,1,1,POSITIVE
1367,The staff was super friendly and helpful The quick grab coffee bar was exactly what I wanted each day Within walking distance to the parks 10 minute walk Very clean and bright throughout,2019-04-21,,The staff was super friendly and helpful The quick grab coffee bar was exactly what I wanted each day Within walking distance to the parks 10 minute walk Very clean and bright throughout,None,None,1,1,1,1,0,1,1,POSITIVE
1368,The worst experiance to findEVER,2019-04-21,,The worst experiance to findEVER,None,None,0,0,0,0,0,0,0,NEGATIVE
1369,Todo bien solo que el primer día no hicieron el aseo,2019-04-21,,"All good, only the first day they did not do the toilet",None,None,0,0,0,0,1,0,0,NEGATIVE
1370,It was a great place to stay and enjoyed the beautiful courtyard,2019-04-20,Las Vegas,It was a great place to stay and enjoyed the beautiful courtyard,"Las Vegas, Clark County, Nevada, United States",United States,1,1,0,0,0,0,0,POSITIVE
1371,The location is really good Everything else was pretty average,2019-04-20,,The location is really good Everything else was pretty average,None,None,0,1,0,0,0,0,0,POSITIVE
1372,Zentral gelegen Etwas kleine Zimmer Gute Möglichkeiten zum Essen,2019-04-20,,Centrally located. Slightly small rooms. Good options for dining,None,None,1,0,0,0,0,0,0,POSITIVE
1373,Great location Close to Disney Springs Transportation to the parks was very convenient,2019-04-20,,Great location Close to Disney Springs Transportation to the parks was very convenient,None,None,0,1,1,0,0,0,0,POSITIVE
1374,This hotel was good mostly convenient to Disney and other shopping options if chosen to go,2019-04-20,,This hotel was good mostly convenient to Disney and other shopping options if chosen to go,None,None,0,1,0,0,0,0,0,POSITIVE
1375,Love this hotel ,2019-04-20,,Love this hotel ,None,None,0,1,0,0,0,0,0,POSITIVE
1376,I didn’t like that I asked the lady at the front desk if there was an incidental charge and she said “no we don’t do that here” Then the day I checked out there a $100 charge on my card And then 3 days after I checked out there was ANOTHER $100 charge So I called and got the run around and eventually got HUNG UP ON ,2019-04-20,,I didn’t like that I asked the lady at the front desk if there was an incidental charge and she said “no we don’t do that here” Then the day I checked out there a $100 charge on my card And then 3 days after I checked out there was ANOTHER $100 charge So I called and got the run around and eventually got HUNG UP ON ,None,None,0,0,1,1,0,0,0,NEGATIVE
1377,Is really near Disney Spring very good hotel I will visit again,2019-04-20,"Mayaguez, PR",Is really near Disney Spring very good hotel I will visit again,"Escuela CROEM, Carretera Las Mesas, Urb. Mansiones Las Mesas, Quebrada Grande, Mayagüez, Puerto Rico, 00680, United States",United States,0,1,0,0,0,0,0,POSITIVE
1378,All great Shame there wasn’t a safe place to leave our suitcases before we checked in ,2019-04-20,,All great Shame there wasn’t a safe place to leave our suitcases before we checked in ,None,None,0,0,0,0,0,0,0,NEGATIVE
1379,Very rude stuff Management not willing to do anything for guests Had to cancel last day of stay due to change in work schedule management wouldnt give any refund Had 3 rooms for 4 nights,2019-04-20,,Very rude stuff Management not willing to do anything for guests Had to cancel last day of stay due to change in work schedule management wouldnt give any refund Had 3 rooms for 4 nights,None,None,1,0,0,0,0,0,1,NEGATIVE
1380,Very clean but I’ve stayed in cheaper hotels and been more satisfied Breakfast starts too late Required to pay for stay before my stay even though there was a hold on my card Green tea in rooms as kcups needed coffee but staff helped us with that Toilet running when we got there so I fixed it so I don’t have to hear it all night Also stayed in room with a king size bed but it stilled seemed like it was for one person not a couple ,2019-04-20,,Very clean but I’ve stayed in cheaper hotels and been more satisfied Breakfast starts too late Required to pay for stay before my stay even though there was a hold on my card Green tea in rooms as kcups needed coffee but staff helped us with that Toilet running when we got there so I fixed it so I don’t have to hear it all night Also stayed in room with a king size bed but it stilled seemed like it was for one person not a couple ,None,None,1,1,0,1,0,1,1,NEGATIVE
1381,Hotel was overbooked I was told and didnt have my room type available They suggested I go to a sister hotel down the street before offering me a smaller room with a smaller bed size Hotel towels looked like they have not been replaced for years and one of the towels and wash cloth had holes and was frayed around the edges The walls are paper thin We could hear other people laughing and talking and hacking When someone is taking a shower you could hear the pipes loud and clear If youre not picky and not a light sleeper its bearable,2019-04-20,,Hotel was overbooked I was told and didnt have my room type available They suggested I go to a sister hotel down the street before offering me a smaller room with a smaller bed size Hotel towels looked like they have not been replaced for years and one of the towels and wash cloth had holes and was frayed around the edges The walls are paper thin We could hear other people laughing and talking and hacking When someone is taking a shower you could hear the pipes loud and clear If youre not picky and not a light sleeper its bearable,None,None,1,1,0,0,1,0,0,NEGATIVE
1382,The hotel has bus stop near by and very convenient if need to go to nearest subway to go somewhere without a car The front desk staff were friendly The room is bit small when comparing to other hotel but neat and clean First night when we checkedin late around 8PM or so there were no more valet parking space in the hotel so we had to drive around the neighborhood to park our car We got valet parking for next few nights OK Overall we enjoyed our stay with the hotel,2019-04-20,Boston,The hotel has bus stop near by and very convenient if need to go to nearest subway to go somewhere without a car The front desk staff were friendly The room is bit small when comparing to other hotel but neat and clean First night when we checkedin late around 8PM or so there were no more valet parking space in the hotel so we had to drive around the neighborhood to park our car We got valet parking for next few nights OK Overall we enjoyed our stay with the hotel,"Boston, Suffolk County, Massachusetts, United States",United States,1,1,1,0,0,0,1,POSITIVE
1383,Walking distance to Disney Excellent service at front desk Clean rooms with fridge and coffee maker,2019-04-20,,Walking distance to Disney Excellent service at front desk Clean rooms with fridge and coffee maker,None,None,1,0,0,1,0,1,1,POSITIVE
1384,was not shown and I did not have a car but parking is $2000 per day which seems high ,2019-04-20,,was not shown and I did not have a car but parking is $2000 per day which seems high ,None,None,0,0,1,0,0,0,0,NEGATIVE
1385,Superb staff and great facilities Our family had a fantastic stay and highly recommend,2019-04-19,"Boston, MA",Superb staff and great facilities Our family had a fantastic stay and highly recommend,"Boston, Suffolk County, Massachusetts, United States",United States,1,1,0,0,0,0,1,POSITIVE
1386,Great amenities and quick check in Very convenient to Disney,2019-04-19,Myrtle Beach,Great amenities and quick check in Very convenient to Disney,"Myrtle Beach, Horry County, South Carolina, United States",United States,0,0,1,0,0,0,0,POSITIVE
1387,Everything about our stay was great,2019-04-19,,Everything about our stay was great,None,None,1,0,0,0,0,0,0,POSITIVE
1388,The property is in a good location Room was small and outdated,2019-04-19,,The property is in a good location Room was small and outdated,None,None,0,1,0,0,0,0,0,POSITIVE
1389,全体的に古いが、まあ許容範囲,2019-04-19,,"Overall old, but well tolerated",None,None,0,0,0,0,0,0,0,POSITIVE
1390,L emplacement dans new york est juste parfait mais cest tres tres bruyant car la 8eme avenue est tres empruntee er meme au 21eme etage ela fait enormement de bruit,2019-04-19,,The location in new york is just perfect but it is very very noisy because 8th avenue is very busy and even on the 21st floor it makes a lot of noise,None,None,0,1,0,0,0,0,0,POSITIVE
1391,Great location but unit is aged Need some revamp in order to improve the overall conditions,2019-04-19,,Great location but unit is aged Need some revamp in order to improve the overall conditions,None,None,0,1,0,0,0,0,0,POSITIVE
1392,Liked the proximity to Disney springs but did not like having to pay $20 for parking each day the high resort fee of $25 for one night stay and the lack of a microwave oven which most motels provide,2019-04-19,,Liked the proximity to Disney springs but did not like having to pay $20 for parking each day the high resort fee of $25 for one night stay and the lack of a microwave oven which most motels provide,None,None,1,1,1,1,0,0,0,NEGATIVE
1393,Within a half hour of being in the room some maintanence man attempted to open our door while I was changing he didn’t even knock the swing lock was the only thing that stopped him from forcing his way in because the deadbolt wasn’t working and he continued to knock and fight his way in and saw me changing I complained To the front desk and they said a supervisor would call me they never did We did change room only to have housekeeping do the same thing at 8am I won’t be coming back ever again,2019-04-19,,Within a half hour of being in the room some maintanence man attempted to open our door while I was changing he didn’t even knock the swing lock was the only thing that stopped him from forcing his way in because the deadbolt wasn’t working and he continued to knock and fight his way in and saw me changing I complained To the front desk and they said a supervisor would call me they never did We did change room only to have housekeeping do the same thing at 8am I won’t be coming back ever again,None,None,1,0,0,0,0,0,1,NEGATIVE
1394,No complaints very kid friendly very friendly staff,2019-04-19,,No complaints very kid friendly very friendly staff,None,None,0,1,0,0,0,0,1,POSITIVE
1395,The rooms were nice but my room was at the end of the hall and far walk from everything even though it wasnt booked full The restaurant was dated and in a separate building across the parking lot,2019-04-19,"Portland, OR USA",The rooms were nice but my room was at the end of the hall and far walk from everything even though it wasnt booked full The restaurant was dated and in a separate building across the parking lot,"Portland, Multnomah County, Oregon, United States",United States,1,1,1,0,0,1,0,POSITIVE
1396,I had a good comfortable stay Jackie was helpful getting me a taxi Pamela lights up the place cheerfulfriendly very approachable Robert is kind too And another guy with Pamela I didnt get his name but hes friendlyfun too,2019-04-19,,I had a good comfortable stay Jackie was helpful getting me a taxi Pamela lights up the place cheerfulfriendly very approachable Robert is kind too And another guy with Pamela I didnt get his name but hes friendlyfun too,None,None,1,0,0,0,0,0,1,POSITIVE
1397,Pleasant staygreat locationwould stay there again if in area,2019-04-19,,Pleasant staygreat locationwould stay there again if in area,None,None,1,1,0,0,0,0,0,POSITIVE
1398,Rooms reeked and bed linen had stains on it Personal we’re friendly,2019-04-19,,Rooms reeked and bed linen had stains on it Personal we’re friendly,None,None,1,0,0,0,0,0,1,NEGATIVE
1399,I absolutely love staying at this hotel Such great service and the beds are heaven Such a great location and walk to Disneyland ,2019-04-19,,I absolutely love staying at this hotel Such great service and the beds are heaven Such a great location and walk to Disneyland ,None,None,1,1,0,0,0,0,1,POSITIVE
1400,It was way above my expectations had a problem at check in staff when out of its way to help me Planning on returning soon,2019-04-19,Ruskin,It was way above my expectations had a problem at check in staff when out of its way to help me Planning on returning soon,"Ruskin, Hillsborough County, Florida, 33570, United States",United States,0,1,0,0,0,0,1,NEGATIVE
1401,Very clean and comfortable lots to do in and outside of the resort We will be back,2019-04-18,Delray Beach Florida,Very clean and comfortable lots to do in and outside of the resort We will be back,"Delray Beach, Palm Beach County, Florida, United States",United States,1,1,0,0,0,0,0,POSITIVE
1402,Nice place but noisy Everything is older in hotel and doors you could see outside from the bottom,2019-04-18,,Nice place but noisy Everything is older in hotel and doors you could see outside from the bottom,None,None,1,1,0,0,0,0,0,POSITIVE
1403,Nice quiet and relaxing after a busy day The jacuzzi was nice too,2019-04-18,Seattle,Nice quiet and relaxing after a busy day The jacuzzi was nice too,"Seattle, King County, Washington, United States",United States,0,0,0,0,0,0,0,POSITIVE
1404,Its all about hte views baby We keep coming back to this hotel greta neighborhood and we love the views Wish there was a coffee shop in the hotel and the shower design is absurd There is literally no way not to floor the bathroom when you shower Otherwise awesome,2019-04-18,,Its all about hte views baby We keep coming back to this hotel greta neighborhood and we love the views Wish there was a coffee shop in the hotel and the shower design is absurd There is literally no way not to floor the bathroom when you shower Otherwise awesome,None,None,1,1,0,1,1,1,0,POSITIVE
1405,I have taken pictures of dirty net curtains dirty skirting boards and poor condition of decor in bedroom and bathroom the internet which has a cost of $25256 was extremely slow and constantly lagging I have let the New Yorker know and I have not yet received a reply as yet however upon check out I was given a very small refund of x2 $29 plus x2 $257 sales tax I would therefore like to be reimbursed the rest of the money for a very poor service The total amount is $18942,2019-04-18,,I have taken pictures of dirty net curtains dirty skirting boards and poor condition of decor in bedroom and bathroom the internet which has a cost of $25256 was extremely slow and constantly lagging I have let the New Yorker know and I have not yet received a reply as yet however upon check out I was given a very small refund of x2 $29 plus x2 $257 sales tax I would therefore like to be reimbursed the rest of the money for a very poor service The total amount is $18942,None,None,1,0,1,0,1,0,1,NEGATIVE
1406,It was good to be so close to Penn Station and all the new activity in midtown,2019-04-18,,It was good to be so close to Penn Station and all the new activity in midtown,None,None,0,0,0,0,0,0,0,NEGATIVE
1407,Super reasonable and very nice Staff was extremely helpful and pool facilities were very clean,2019-04-18,"Cedar Bluffs, Ne",Super reasonable and very nice Staff was extremely helpful and pool facilities were very clean,"Cedar Bluffs, Saunders County, Nebraska, United States",United States,1,0,0,0,0,0,1,POSITIVE
1408,Not what i was expecting Room to far away Change of room was same distance,2019-04-18,,Not what i was expecting Room to far away Change of room was same distance,None,None,1,0,0,0,0,0,0,POSITIVE
1409,The room was dirty the air didn’t work Called several times for room serviceno one answered Wouldn’t recommend this hotel,2019-04-18,St. Louis Mo,The room was dirty the air didn’t work Called several times for room serviceno one answered Wouldn’t recommend this hotel,"St. Louis, City of Saint Louis, Madison County, Illinois, United States",United States,1,1,0,0,0,0,1,NEGATIVE
1410,The lobby is very pretty Rooms are very plain However they are clean and serve the purpose,2019-04-18,,The lobby is very pretty Rooms are very plain However they are clean and serve the purpose,None,None,1,1,0,0,0,1,0,POSITIVE
1411,Always a pleasure to stay here Staff is easy going and very accommodating Comfortable beds and quiet atmosphere ,2019-04-18,,Always a pleasure to stay here Staff is easy going and very accommodating Comfortable beds and quiet atmosphere ,None,None,1,0,0,0,0,0,0,POSITIVE
1412,Property was good stay there a few days after my wedding the day after was trying to get some rest but the house keepers was a bit loud couldnt sleep much,2019-04-18,,Property was good stay there a few days after my wedding the day after was trying to get some rest but the house keepers was a bit loud couldnt sleep much,None,None,1,0,0,0,0,0,0,NEGATIVE
1413,Nice hotel to stay clean and fair price I would definitely repeat when in the area,2019-04-17,kansas,Nice hotel to stay clean and fair price I would definitely repeat when in the area,"Kansas, United States",United States,1,1,0,0,0,0,0,POSITIVE
1414,The staff was very friendly and very helpful The property was well kept Great location,2019-04-17,Greenville SC,The staff was very friendly and very helpful The property was well kept Great location,"Greenville, Greenville County, South Carolina, United States",United States,0,1,0,0,0,0,1,POSITIVE
1415,Pool is smaller than website and not enough Lounge chair for sunbathers or swimmer Nice area to stay as close to Disney parks Parking is not free,2019-04-17,,Pool is smaller than website and not enough Lounge chair for sunbathers or swimmer Nice area to stay as close to Disney parks Parking is not free,None,None,1,1,1,0,0,0,0,POSITIVE
1416,The entrance is surrounded by a homeless encampment My room had blood all over the bathroom torn carpet chipped paint water rings on the desk and night stand not cleaned and upon asking for a second room I got one which had dirty sheets blinds that wouldn’t close and the room faced another homeless encampment I checked out and went to another hotel,2019-04-17,,The entrance is surrounded by a homeless encampment My room had blood all over the bathroom torn carpet chipped paint water rings on the desk and night stand not cleaned and upon asking for a second room I got one which had dirty sheets blinds that wouldn’t close and the room faced another homeless encampment I checked out and went to another hotel,None,None,1,1,0,0,1,0,0,NEGATIVE
1417,We arrived at the front desk after a long trip into NYC We were greeted with a smile and a very pleasant conversation from the clerk We were quickly checked in and directed to our room The room as small but comfortably laid out We were on the 21 floor with a beautiful view of the city and its lights The hotel is old so the corridors are winding and a bit challenging when you are tired They are clearly marked but returning to the elevator was always an adventure We had breakfast in the attached diner the next morning and were captivated by the decor clocks and clever saying keep us smiling while waiting for our breakfast I highly recommend the Lemon ricotta quinoa pancakes with blueberry sauce TickTock Diner is a wonderful addition to the hotel,2019-04-17,,We arrived at the front desk after a long trip into NYC We were greeted with a smile and a very pleasant conversation from the clerk We were quickly checked in and directed to our room The room as small but comfortably laid out We were on the 21 floor with a beautiful view of the city and its lights The hotel is old so the corridors are winding and a bit challenging when you are tired They are clearly marked but returning to the elevator was always an adventure We had breakfast in the attached diner the next morning and were captivated by the decor clocks and clever saying keep us smiling while waiting for our breakfast I highly recommend the Lemon ricotta quinoa pancakes with blueberry sauce TickTock Diner is a wonderful addition to the hotel,None,None,1,1,0,0,0,1,0,POSITIVE
1418,El hotel es bueno y estámuy bien ubicado Las habitaciones son de tamaño aceptable y el baño esta muy bien Lo cuestionable es la política de check in en cuanto al horario La horade admisión es 400PM pero te ofrecen admitirte antes si pagas U$ 50 extra Encuentro esto poco ético toda vez que si tienen la habitación lista y tú estás allí es claro que te la niegan para sacarte dinero Entiendo que son reglas del hotel pero debo decir que no me gustan Por lo demás todo bien,2019-04-17,,The hotel is good and very well located The rooms are of an acceptable size and the bathroom is very good The questionable is the check in policy regarding the schedule The admission time is 400PM but they offer to admit you earlier if you pay U $ 50 extra I find this unethical since if they have the room ready and you are there it is clear that they deny it to get money from you I understand that they are hotel rules but I must say that I do not like them Otherwise everything is fine,None,None,1,1,1,1,1,0,0,POSITIVE
1419,It was close to Disney Springs and had daily shuttle service to the Disney Parks Rooms were dated but clean Noticed some small ants in the bathroom but not at all an issue in my room,2019-04-17,,It was close to Disney Springs and had daily shuttle service to the Disney Parks Rooms were dated but clean Noticed some small ants in the bathroom but not at all an issue in my room,None,None,1,0,0,0,1,0,1,NEGATIVE
1420,The expierence was horrible Not only did Hotelscom put the wrong name on the reservation but I then got jumped by a bum in the parking lot and because of that situation kicked off the property and was refused my refund ,2019-04-17,,The expierence was horrible Not only did Hotelscom put the wrong name on the reservation but I then got jumped by a bum in the parking lot and because of that situation kicked off the property and was refused my refund ,None,None,0,1,1,0,0,0,0,NEGATIVE
1421,Staff was professional and accomadate Friendly enviornment and everything convienient,2019-04-17,,Staff was professional and accomadate Friendly enviornment and everything convienient,None,None,0,0,0,0,0,0,0,POSITIVE
1422,The manager was not friendly he was sarcastichis name was alexi ended up checking out,2019-04-17,,The manager was not friendly he was sarcastichis name was alexi ended up checking out,None,None,0,0,0,0,0,0,1,NEGATIVE
1423,Absolutely clean and definitely well kept inside the property,2019-04-17,"Canoga Park, us",Absolutely clean and definitely well kept inside the property,"Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States",United States,1,1,0,0,0,0,0,POSITIVE
1424,Everyone was very nice and approachable They made staying here safe and fun They also had a fitness center and breakfast so it was like I was home,2019-04-17,,Everyone was very nice and approachable They made staying here safe and fun They also had a fitness center and breakfast so it was like I was home,None,None,1,0,0,0,0,1,0,POSITIVE
